experiment,repeat,seed,n_signals,eve_fraction,noise_probability,noise_model,loss_probability,basis_probability_z,sample_fraction,sample_size,abort_threshold,confidence,n_detected,n_sifted,n_test,n_remaining,actual_errors,test_errors,qber_actual,qber_estimate,qber_ci_low,qber_ci_high,qber_ci_width,detected_fraction,sifted_fraction,candidate_fraction,has_error,full_sample,expected_qber
02_noise_sweep,12,151849525165573539060305127127911725600,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2459,491,1968,54,6,0.021960146400976006,0.012219959266802444,0.005612223071996877,0.026400977395173917,0.02078875432317704,1.0,0.4918,0.3936,1,1,0.02
02_noise_sweep,13,90033020069850547929720031903815466272,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2479,495,1984,42,6,0.016942315449778138,0.012121212121212121,0.005566777501760262,0.026189722565705557,0.020622945063945297,1.0,0.4958,0.3968,1,1,0.02
02_noise_sweep,14,254579674874836605563818719962941742554,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2482,496,1986,39,7,0.015713134568896052,0.014112903225806451,0.0068527419756839805,0.028841493678134225,0.021988751702450245,1.0,0.4964,0.3972,1,1,0.02
02_noise_sweep,15,228358745327728979835262196314015491344,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2489,497,1992,37,9,0.014865407794294898,0.018108651911468814,0.009555697977157057,0.03405382842291992,0.024498130445762864,1.0,0.4978,0.3984,1,1,0.02
02_noise_sweep,16,31954387593009756270531047338659719806,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2477,495,1982,41,6,0.016552280985062576,0.012121212121212121,0.005566777501760262,0.026189722565705557,0.020622945063945297,1.0,0.4954,0.3964,1,1,0.02
02_noise_sweep,17,296674122980657032581860525567445264073,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2463,492,1971,40,6,0.016240357287860333,0.012195121951219513,0.0056007922573827855,0.026347844829905844,0.02074705257252306,1.0,0.4926,0.3942,1,1,0.02
02_noise_sweep,18,100710551221025005686652961700211243327,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2502,500,2002,45,11,0.017985611510791366,0.022,0.012328008269927582,0.03896086121131636,0.026632852941388778,1.0,0.5004,0.4004,1,1,0.02
02_noise_sweep,19,92668675432606913695607522237799249575,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2436,487,1949,40,5,0.016420361247947456,0.01026694045174538,0.004393173422939553,0.023806275853309238,0.019413102430369686,1.0,0.4872,0.3898,1,1,0.02
02_noise_sweep,20,322728056961599742044731267523290420400,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2526,505,2021,40,9,0.01583531274742676,0.01782178217821782,0.009403874924926397,0.03352002296522298,0.024116148040296582,1.0,0.5052,0.4042,1,1,0.02
02_noise_sweep,21,37975925407025826976077944912855045637,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2434,486,1948,50,17,0.020542317173377157,0.03497942386831276,0.021952266369435532,0.055300195910499714,0.03334792954106418,1.0,0.4868,0.3896,1,1,0.02
02_noise_sweep,22,115164318464467661764793378589127380461,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2449,489,1960,59,7,0.024091465904450795,0.014314928425357873,0.006951076821961064,0.02925013657308575,0.022299059751124686,1.0,0.4898,0.392,1,1,0.02
02_noise_sweep,23,25503425919929143241645561858979658943,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2509,501,2008,53,5,0.021123953766440814,0.00998003992015968,0.0042701987689924975,0.023147238089358375,0.018877039320365878,1.0,0.5018,0.4016,1,1,0.02
